"eco_values","species","latitude","longitude","source","Temperatur","Moisture","Landcover","Landforms","Climate_Re","Red","Green","Blue","W_Ecosystm","color","elevation","precip","temp","NDVI"
55,"Cardamine bellidifolia",46.60736,8.64605,"gbif","Boreal","Moist","Forest","Mountains","Boreal Moist",6,92,79,"Boreal Moist Forest on Mountains","#065C4F",2028,100.329268799998,-8.35307946974309,0.489687747358082
55,"Cardamine bellidifolia",46.60736,8.64605,"gbif","Boreal","Moist","Forest","Mountains","Boreal Moist",6,92,79,"Boreal Moist Forest on Mountains","#065C4F",2028,100.329268799998,-8.35307946974309,0.489687747358082
55,"Cardamine bellidifolia",46.60736,8.64605,"gbif","Boreal","Moist","Forest","Mountains","Boreal Moist",6,92,79,"Boreal Moist Forest on Mountains","#065C4F",2028,100.329268799998,-8.35307946974309,0.489687747358082
55,"Cardamine bellidifolia",46.60736,8.64605,"gbif","Boreal","Moist","Forest","Mountains","Boreal Moist",6,92,79,"Boreal Moist Forest on Mountains","#065C4F",2028,100.329268799998,-8.35307946974309,0.489687747358082
55,"Cardamine bellidifolia",46.62492,10.21379,"gbif","Boreal","Moist","Forest","Mountains","Boreal Moist",6,92,79,"Boreal Moist Forest on Mountains","#065C4F",2088,39.8310582400036,-11.9509598129272,0.614617353816128
55,"Cardamine bellidifolia",46.62492,10.21379,"gbif","Boreal","Moist","Forest","Mountains","Boreal Moist",6,92,79,"Boreal Moist Forest on Mountains","#065C4F",2088,39.8310582400036,-11.9509598129272,0.614617353816128
55,"Cardamine bellidifolia",45.887222,7.141111,"gbif","Boreal","Moist","Forest","Mountains","Boreal Moist",6,92,79,"Boreal Moist Forest on Mountains","#065C4F",2468,192.319946675198,-9.5171126183332,0.0511157507562082
56,"Cardamine bellidifolia",46.6338,9.82226,"gbif","Boreal","Moist","Grassland","Mountains","Boreal Moist",1,107,0,"Boreal Moist Grassland on Mountains","#016B00",2332,78.2615104000039,-11.8899137988222,0.296726337951997
56,"Cardamine bellidifolia",46.029,7.34179,"gbif","Boreal","Moist","Grassland","Mountains","Boreal Moist",1,107,0,"Boreal Moist Grassland on Mountains","#016B00",2425,148.614240000003,-10.1413793056871,0.0881602802073531
56,"Cardamine bellidifolia",46.029,7.34179,"gbif","Boreal","Moist","Grassland","Mountains","Boreal Moist",1,107,0,"Boreal Moist Grassland on Mountains","#016B00",2425,148.614240000003,-10.1413793056871,0.0881602802073531
96,"Cardamine bellidifolia",46.5167,8.70919,"gbif","Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",1294,83.4346111999977,-5.67415998029148,0.846472194239409
96,"Cardamine bellidifolia",45.98384,7.21284,"gbif","Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",2191,152.592800000007,-8.51353594693986,0.724772446991186
96,"Cardamine bellidifolia",45.98384,7.21284,"gbif","Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",2191,152.592800000007,-8.51353594693986,0.724772446991186
96,"Cardamine bellidifolia",46.55932,8.90583,"gbif","Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",1526,98.32379584,-7.1076929532959,0.845387904920627
97,"Cardamine bellidifolia",46.02893,7.27722,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",2034,139.020789119999,-8.08579320232785,0.448590467239782
97,"Cardamine hirsuta",47.01748,6.94541,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",919,94.2673257599914,-3.85208826146354,0.847616402315388
97,"Cardamine hirsuta",46.25381,7.27655,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1449,116.570160799997,-4.93878450128965,0.76618986893445
97,"Cardamine bellidifolia",46.43361,7.21095,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1713,137.152102399999,-6.66234519365231,0.77367054428472
97,"Cardamine hirsuta",47.33336,7.4717,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",718,78.5166656000001,-2.94515331998749,0.813125739437526
97,"Cardamine hirsuta",46.83759,7.9302,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1291,95.0242784,-5.02587997595749,0.779175502783179
97,"Cardamine hirsuta",46.92859,7.40581,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",643,66.0445387199999,-3.25500457221107,0.82493945044592
97,"Cardamine hirsuta",46.70292,7.8636,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1422,87.5370527999998,-4.1237854331741,0.815475060555449
97,"Cardamine hirsuta",47.37625,8.13379,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",514,95.2893799999999,-2.66393799609663,0.871935180096455
97,"Cardamine hirsuta",46.819412,9.416129,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",692,60.7966845311999,-3.02321651709692,0.677264460862824
97,"Cardamine hirsuta",47.09423,9.24984,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1031,85.7250118399884,-3.2951518697213,0.792737279552206
97,"Cardamine hirsuta",46.74846,7.66765,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",968,81.7872000000004,-3.08663996381614,0.703401110699795
97,"Cardamine hirsuta",46.68629,9.43228,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",882,67.8438729600004,-5.09968268491186,0.877577297621824
97,"Cardamine hirsuta",47.68728,8.60405,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",551,65.9739696000001,-3.0895138284268,0.89464692985378
97,"Cardamine hirsuta",46.92859,7.40581,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",643,66.0445387199999,-3.25500457221107,0.82493945044592
97,"Cardamine hirsuta",47.37795,7.14069,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",738,89.1934671999994,-3.13611332961807,0.8716
97,"Cardamine hirsuta",47.19787,7.80154,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",539,82.6426348799995,-2.74403998731732,0.843761235150782
97,"Cardamine hirsuta",46.959915,6.811105,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",584,76.3088374000003,-2.56235269440099,0.872926016908626
97,"Cardamine hirsuta",47.41609,8.73064,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",571,61.5314345599996,-2.90000009536743,0.852841807871717
97,"Cardamine hirsuta",47.14213,9.05366,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",473,76.9828390399998,-2.24610194122161,0.817214779703575
97,"Cardamine hirsuta",47.51286,7.73731,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",448,83.2382495999994,-2.1673940316602,0.832267805510819
97,"Cardamine hirsuta",47.50674,8.66647,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",564,61,-2.69059998302466,0.905530328077028
97,"Cardamine hirsuta",47.41985,8.33314,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",672,94.5941247999986,-3.22970624463418,0.855437236024633
97,"Cardamine hirsuta",47.46371,8.46652,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",467,74.5176000000001,-2.75175999832155,0.70291614116623
97,"Cardamine hirsuta",47.37583,8.19999,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",541,94.6005609599999,-2.78002801936302,0.867674979414359
97,"Cardamine hirsuta",46.20891,7.34147,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",702,66.1975999999878,-4.26247666990988,0.72524413530384
97,"Cardamine hirsuta",47.46618,8.13496,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",611,108.42500096,-3.04750002727935,0.869296013916778
97,"Cardamine hirsuta",47.46823,7.5381,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",608,77.0993215999996,-2.51776004574126,0.884598530277345
97,"Cardamine hirsuta",46.38781,6.95115,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1172,111.242932800002,-4.05277342854967,0.832070069090127
97,"Cardamine hirsuta",47.01748,6.94541,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",919,94.2673257599914,-3.85208826146354,0.847616402315388
97,"Cardamine hirsuta",46.72506,9.76086,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1819,67.1142374400015,-9.62878840342284,0.163028433264293
97,"Cardamine bellidifolia",46.87851,8.52093,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1433,100.352343680006,-6.68478272089455,0.761447200121446
97,"Cardamine hirsuta",47.01748,6.94541,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",919,94.2673257599914,-3.85208826146354,0.847616402315388
97,"Cardamine hirsuta",47.41875,8.46565,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",542,73.8385000000004,-2.57164998328694,0.765590696586981
97,"Cardamine hirsuta",47.10811,7.1422,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",790,83.8308848000004,-3.64731997232444,0.797744340171589
97,"Cardamine hirsuta",47.51301,7.67094,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",408,71.1319667200026,-1.96327999854099,0.812990290826838
97,"Cardamine hirsuta",47.1529,7.80124,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",662,86.9444351999997,-2.98994179310454,0.83900363872989
97,"Cardamine hirsuta",47.37583,8.19999,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",541,94.6005609599999,-2.78002801936302,0.867674979414359
97,"Cardamine hirsuta",47.41875,8.46565,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",542,73.8385000000004,-2.57164998328694,0.765590696586981
97,"Cardamine hirsuta",47.14701,8.65822,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1106,93.8685203199998,-4.07001196523131,0.822194404571917
97,"Cardamine hirsuta",47.46618,8.13496,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",611,108.42500096,-3.04750002727935,0.869296013916778
97,"Cardamine hirsuta",46.29255,8.63906,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",355,77,-3.47390432730176,0.617202782941248
97,"Cardamine hirsuta",47.04481,9.51143,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",649,62.7392923200013,-2.69477570554765,0.837828138424754
97,"Cardamine hirsuta",47.3323,7.93476,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",615,100.522713599999,-2.87184004383083,0.855448555156759
97,"Cardamine hirsuta",47.51028,8.26829,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",556,98.9374735999996,-2.9489684258981,0.744495812751298
97,"Cardamine hirsuta",46.961996,7.397901,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",551,60.2935937024,-2.9060480895996,0.823532527888696
97,"Cardamine hirsuta",46.73744,9.04154,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1402,102.009818879996,-6.25154905414098,0.801482992726742
97,"Cardamine hirsuta",46.43279,6.95074,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1165,109.729210239998,-4.41711792022053,0.752126069341599
97,"Cardamine bellidifolia",46.91907,8.91565,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",2037,134.940167200004,-8.23829679850535,0.102662633256517
97,"Cardamine hirsuta",46.90621,9.70304,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1498,81.1722531200005,-7.81311510083852,0.889627855061
97,"Cardamine hirsuta",46.15693,8.7008,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",852,71.1396000000001,-2.92644003821219,0.904751059635916
97,"Cardamine hirsuta",47.68728,8.60405,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",551,65.9739696000001,-3.0895138284268,0.89464692985378
97,"Cardamine hirsuta",46.70292,7.8636,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1422,87.5370527999998,-4.1237854331741,0.815475060555449
97,"Cardamine bellidifolia",47.00215,9.37825,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1614,107.5589,-6.03693802771572,0.790333604402432
97,"Cardamine hirsuta",46.28485,9.22288,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",2289,81.9509007999994,-8.02374028899403,0.272175564723774
97,"Cardamine hirsuta",46.74846,7.66765,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",968,81.7872000000004,-3.08663996381614,0.703401110699795
97,"Cardamine hirsuta",47.41609,8.73064,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",571,61.5314345599996,-2.90000009536743,0.852841807871717
97,"Cardamine hirsuta",46.20038,8.83138,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1176,73.8649113599997,-2.98827541982621,0.870544980198924
97,"Cardamine hirsuta",47.41875,8.46565,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",542,73.8385000000004,-2.57164998328694,0.765590696586981
97,"Cardamine hirsuta",47.3781,7.67035,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",936,114.239759999999,-3.62991511867902,0.852264996746934
97,"Cardamine hirsuta",46.68629,9.43228,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",882,67.8438729600004,-5.09968268491186,0.877577297621824
97,"Cardamine hirsuta",46.68629,9.43228,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",882,67.8438729600004,-5.09968268491186,0.877577297621824
97,"Cardamine hirsuta",46.60062,9.16803,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1586,100.687228159998,-7.63021411167525,0.799790300440136
97,"Cardamine hirsuta",47.01748,6.94541,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",919,94.2673257599914,-3.85208826146354,0.847616402315388
97,"Cardamine hirsuta",47.46823,7.5381,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",608,77.0993215999996,-2.51776004574126,0.884598530277345
97,"Cardamine hirsuta",47.46823,7.5381,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",608,77.0993215999996,-2.51776004574126,0.884598530277345
97,"Cardamine hirsuta",46.97251,7.93144,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",979,98.6919126400002,-3.84358249070716,0.815041386755468
97,"Cardamine hirsuta",47.029431,8.308765,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",466,83.0860969039998,-2.15660167600193,0.837047277182882
97,"Cardamine hirsuta",46.99865,9.57541,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1089,73.0464591999989,-5.31844302557171,0.861196564758489
97,"Cardamine hirsuta",47.28782,7.80215,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",489,82.2141215999998,-2.42327079317474,0.8542720227318
97,"Cardamine hirsuta",46.92463,6.48671,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1208,121.44966384,-4.8515628775608,0.830844293881707
97,"Cardamine hirsuta",47.14213,9.05366,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",473,76.9828390399998,-2.24610194122161,0.817214779703575
97,"Cardamine hirsuta",46.28682,9.09315,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1786,84.4260255999977,-5.46401500902683,0.688268848296348
97,"Cardamine hirsuta",46.92859,7.40581,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",643,66.0445387199999,-3.25500457221107,0.82493945044592
97,"Cardamine bellidifolia",46.02848,7.08351,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1775,145.88879072,-7.14995358507293,0.816115445969299
97,"Cardamine bellidifolia",46.51809,8.5789,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1515,84.2709312000022,-6.26354646563732,0.832105669979992
97,"Cardamine hirsuta",47.37753,7.00828,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",701,91.2701430400026,-2.97856006727228,0.900635439851346
97,"Cardamine hirsuta",47.28827,7.60387,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",752,96.7422683200118,-3.33208903033975,0.888155769882216
97,"Cardamine hirsuta",47.4208,8.20063,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",485,96.9743023999992,-2.85612979451786,0.888870915018173
97,"Cardamine hirsuta",46.65362,6.36084,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1120,124.249070080002,-4.43434682084304,0.841958940943552
97,"Cardamine hirsuta",47.28782,7.80215,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",489,82.2141215999998,-2.42327079317474,0.8542720227318
97,"Cardamine bellidifolia",46.69423,8.9095,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",2162,116.454064000001,-7.81655191462733,0.485896415520119
97,"Cardamine hirsuta",46.24089,9.1566,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",458,77.2939568000013,-2.94876715140376,0.856458270442412
97,"Cardamine hirsuta",46.70292,7.8636,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1422,87.5370527999998,-4.1237854331741,0.815475060555449
97,"Cardamine hirsuta",47.51028,8.26829,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",556,98.9374735999996,-2.9489684258981,0.744495812751298
97,"Cardamine hirsuta",47.01748,6.94541,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",919,94.2673257599914,-3.85208826146354,0.847616402315388
97,"Cardamine hirsuta",46.92859,7.40581,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",643,66.0445387199999,-3.25500457221107,0.82493945044592
97,"Cardamine hirsuta",47.06215,6.87918,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1169,113.403865600004,-4.97867328027969,0.839395839052369
97,"Cardamine hirsuta",47.14213,9.05366,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",473,76.9828390399998,-2.24610194122161,0.817214779703575
97,"Cardamine hirsuta",47.40679,9.39299,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",894,70.6728195200005,-3.79584194085204,0.821636323157513
97,"Cardamine hirsuta",47.46618,8.13496,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",611,108.42500096,-3.04750002727935,0.869296013916778
97,"Cardamine hirsuta",47.10679,6.81284,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1137,112.73813152,-4.89720448203354,0.786833127687989
97,"Cardamine hirsuta",47.68728,8.60405,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",551,65.9739696000001,-3.0895138284268,0.89464692985378
97,"Cardamine hirsuta",47.10679,6.81284,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1137,112.73813152,-4.89720448203354,0.786833127687989
97,"Cardamine hirsuta",47.10679,6.81284,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1137,112.73813152,-4.89720448203354,0.786833127687989
97,"Cardamine bellidifolia",46.5514,9.42731,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1745,85.0747696000001,-8.29602791105957,0.785278679403507
97,"Cardamine hirsuta",46.25389,7.5359,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1335,85.8739744000018,-4.93771239827302,0.853099496089994
97,"Cardamine hirsuta",46.25315,7.86009,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1558,53.4913407999996,-5.35322345894239,0.85083513079658
97,"Cardamine hirsuta",46.92859,7.40581,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",643,66.0445387199999,-3.25500457221107,0.82493945044592
97,"Cardamine bellidifolia",47.13813,9.31725,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1117,87.7467039999651,-4.75540013637433,0.836776376570771
97,"Cardamine bellidifolia",46.56485,8.38423,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",2206,93.6009728000003,-9.16109151688774,0.258294156807418
97,"Cardamine bellidifolia",46.02881,7.21265,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",2092,153.388044800004,-8.02126815227756,0.625114894196163
97,"Cardamine hirsuta",47.33336,7.4717,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",718,78.5166656000001,-2.94515331998749,0.813125739437526
97,"Cardamine hirsuta",46.95116,9.70493,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",728,63.15015072,-4.10219009022212,0.799822957114162
